,labor_force_employment_status,how_disability_affects_ability_to_work,used_vocational_rehabilitation_agencies,used_one_stop_career_centers,used_the_ticket_to_work_program,used_assistive_technology_act_prog,used_ctr_for_indpt_living_for_ind_w_dis,used_the_client_assistance_program,used_any_other_employment_assistance_program,how_helpful_vocational_rehab_agency,how_helpful_one_stop_career_centers,the_ticket_to_work_program_helpfulness,ctr_for_indpdt_living_for_ind_w_dis_helpful,other_employment_assist_program_helpful,does_this_person_have_any_of_these_disability_conditions,barrier_lack_of_education_or_training,barrier_lack_of_job_counseling,barrier_lack_of_transportation,barrier_loss_of_government_assistance,barrier_need_for_special_features,barrier_employer_or_coworker_attitudes,barrier_your_difficulty_with_disability,barrier_other,barrier_none,demographics_race_of_respondent,demographics_sex,demographics_age,household_total_family_income_past_12_months,state,county
24279,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,70,10,13,0
24290,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,29,13,13,135
24302,1,4,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,49,15,13,135
24323,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,80,8,13,135
24332,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,71,14,13,0
24336,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,74,7,13,0
24341,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,30,9,13,151
24342,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,30,9,13,151
24366,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,8,13,0
24371,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,70,12,13,0
24375,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,60,7,13,0
24378,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,2,74,4,13,0
24393,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,30,3,13,0
24398,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,69,5,13,0
24399,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,49,5,13,0
24400,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,2,75,4,13,0
24407,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,2,1,2,15,12,13,223
24410,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,85,11,13,0
24416,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,72,6,13,0
24417,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,65,1,13,0
24424,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,1,70,9,13,0
24427,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,35,5,13,0
24428,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,52,14,13,0
24435,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,67,9,13,0
24436,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,1,2,2,2,2,1,2,2,1,2,59,9,13,0
24440,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,73,3,13,0
24447,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,1,2,2,2,1,2,2,1,2,76,7,13,0
24456,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,85,13,13,0
24470,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,67,6,13,0
24475,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,30,7,13,0
24478,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,71,10,13,0
24504,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,69,13,13,0
24515,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,78,6,13,0
24543,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,3,13,97
24545,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,60,3,13,0
24546,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,63,3,13,0
24552,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,49,14,13,0
24592,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,26,8,13,135
24593,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,73,13,13,135
24594,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,71,13,13,135
24614,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,2,61,11,13,151
24627,0,-1,2,2,3,3,2,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,57,15,13,0
24642,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,80,8,13,0
24646,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,1,2,2,1,2,67,5,13,0
24651,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,39,12,13,0
24655,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,1,56,8,13,0
24656,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,85,8,13,0
24661,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,78,12,13,0
24662,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,76,12,13,0
24672,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,36,6,13,0
24675,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,66,10,13,0
24678,1,2,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,63,9,13,0
24690,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,15,16,13,113
24698,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,76,13,13,0
24720,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,78,8,13,0
24727,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,43,15,13,45
24729,1,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,74,15,13,0
24772,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,74,3,13,0
24812,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,64,7,13,0
24814,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,65,4,13,0
24825,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,77,12,13,117
24826,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,77,12,13,117
24868,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,61,14,13,0
24883,1,1,1,2,1,1,2,2,2,4,-1,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,54,6,13,0
24885,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,80,5,13,0
24886,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,71,11,13,0
24888,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,20,1,13,0
24889,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,42,1,13,0
24890,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,42,1,13,0
24892,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,66,15,13,0
24895,0,-1,3,2,2,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,2,40,13,13,0
24906,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,65,16,13,0
24908,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,46,1,13,0
24910,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,1,2,1,2,2,1,1,51,7,13,0
24925,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,62,6,13,0
24926,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,67,6,13,0
24945,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,1,2,2,2,2,1,68,6,13,0
24952,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,61,10,13,0
24968,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,61,14,13,0
24999,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,78,7,13,0
25005,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,54,11,13,0
25027,0,-1,2,2,2,2,2,-2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,85,3,13,0
25036,0,-1,2,2,2,3,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,2,53,5,13,0
25052,1,4,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,55,7,13,135
25064,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,60,10,13,0
25085,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,73,7,13,0
25086,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,76,7,13,0
25087,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,50,6,13,0
25089,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,1,2,58,14,13,0
25090,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,42,15,13,0
25100,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,65,15,13,15
25123,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,47,9,13,0
25148,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,47,14,13,0
25165,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,66,11,13,0
25177,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,35,15,13,0
25182,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,77,8,13,0
25207,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,1,1,1,2,1,2,1,2,2,2,2,58,8,13,0
25208,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,1,65,8,13,0
25247,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,23,13,13,0
25252,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,1,2,2,2,1,2,2,2,2,64,9,13,0
25259,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,59,14,13,0
25260,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,2,2,62,14,13,0
25269,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,60,3,13,0
25270,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,68,14,13,0
25317,1,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,35,14,13,0
25334,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,44,8,13,0
25357,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,59,15,13,0
25374,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,28,8,13,45
25382,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,80,14,13,0
25383,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,1,2,1,2,1,1,1,2,2,1,1,53,14,13,0
25388,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,71,9,13,0
25456,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,16,16,13,0
25464,0,-1,2,2,2,2,2,2,1,-1,-1,-1,-1,4,1,2,2,2,2,2,1,2,2,2,1,1,32,14,13,223
25489,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,2,2,1,2,2,2,2,1,1,42,6,13,0
25491,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,2,79,7,13,0
25495,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,2,1,75,11,13,0
25496,1,2,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,28,11,13,0
25502,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,59,12,13,0
25507,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,85,11,13,0
25530,0,-1,2,2,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,4,2,77,14,15,3
25549,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,65,5,15,0
25552,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,14,15,0
25555,1,3,2,2,2,3,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,55,1,15,0
25556,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,57,1,15,0
25573,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,71,1,15,3
25580,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,74,5,15,0
25581,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,85,14,15,0
25582,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,80,14,15,0
25583,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,74,12,15,0
25585,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,1,2,2,2,2,2,2,1,1,71,6,15,0
25586,0,-1,2,3,2,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,7,1,69,6,15,0
25591,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,15,15,0
25592,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,85,15,15,0
25606,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,61,15,15,3
25607,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,80,9,15,3
25616,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,73,15,15,3
25626,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,1,1,80,9,15,3
25662,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,72,12,15,3
25666,1,4,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,58,15,15,3
25672,0,-1,2,2,2,2,2,2,1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,1,2,2,3,1,26,9,15,3
25674,1,3,2,3,3,3,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,65,10,15,3
25676,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,8,15,3
25681,0,-1,2,3,3,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,2,5,2,64,5,15,0
25684,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,67,6,15,0
25688,1,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,73,9,15,0
25689,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,8,2,69,9,15,0
25690,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,1,15,0
25712,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,38,11,15,3
25713,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,85,7,15,3
25728,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,5,1,71,12,15,3
25729,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,80,12,15,3
25732,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,7,15,3
25739,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,75,13,15,0
25744,0,-1,-3,-3,-9,-9,-9,-9,-9,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,80,14,15,3
25745,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,16,2,72,3,15,3
25754,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,16,15,3
25755,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,85,16,15,3
25759,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,2,4,1,85,8,15,3
25784,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,59,9,15,3
25799,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,64,10,15,3
25819,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,85,12,15,3
25820,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,12,15,3
25823,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,74,13,15,3
25824,0,-1,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,72,13,15,3
25828,0,-1,2,2,2,2,2,-9,-9,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,80,14,15,3
25829,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,80,14,15,3
25836,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,39,14,15,3
25838,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,80,16,15,3
25848,1,3,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,55,13,15,3
25858,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,4,1,72,13,15,3
25865,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,2,85,4,15,3
25866,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,80,8,15,3
25876,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,85,10,15,3
25877,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,10,15,3
25890,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,78,12,15,3
25891,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,77,12,15,3
25894,0,-1,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,2,85,7,15,3
25895,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,1,1,70,10,15,3
25899,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,1,2,1,2,80,3,15,3
25904,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,4,2,54,12,15,3
25907,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,58,1,15,3
25912,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,2,1,4,1,68,12,15,3
25929,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,67,16,15,0
25930,0,-1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,1,2,2,4,2,85,16,15,0
25931,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,67,16,15,0
